Month,usg_apt,fg_apt,carrier,type,Scheduled
2,MIA,GRQ,VJT,Passengers,0
2,MIA,LTN,2UQ,Passengers,0
2,HPN,ZRH,CAZ,Passengers,0
2,HPN,AXA,VJT,Passengers,0
2,MIA,TLS,VJT,Passengers,0
2,MPB,BS3,2LQ,Passengers,0
2,OGG,HKG,VJT,Passengers,0
2,OPF,LTN,VJT,Passengers,0
2,FLL,LUX,VJT,Passengers,0
2,FLL,KEF,IFQ,Passengers,0
2,FLL,BQH,VJT,Passengers,0
2,FLL,AXA,15Q,Passengers,0
2,PBI,ELH,2LQ,Passengers,0
2,PBI,GGT,VJT,Passengers,0
2,PBI,GGT,27Q,Passengers,0
2,PBI,NAS,27Q,Passengers,0
2,PBI,YUL,NLQ,Passengers,0
2,PBI,BS3,2LQ,Passengers,0
2,EWR,LIN,26Q,Passengers,0
2,PSP,MHH,27Q,Passengers,0
2,PWK,NCE,15Q,Passengers,0
2,RDD,YQX,10Q,Passengers,0
2,RDU,ZRH,CAZ,Passengers,0
2,SIG,AXA,1YQ,Passengers,0
2,CLD,YVR,0WQ,Passengers,0
2,SJU,EIS,2LQ,Passengers,0
2,BOS,NUE,IFQ,Passengers,0
2,BNA,GGT,27Q,Passengers,0
2,BNA,GGT,LF,Passengers,0
2,BJC,YVR,14Q,Passengers,0
2,BGR,ZRH,CAZ,Passengers,0
2,BED,FRA,VJT,Passengers,0
2,BCT,GGT,VJT,Passengers,0
2,STX,AXA,04Q,Passengers,0
2,TEB,BMA,VJT,Passengers,0
2,TEB,FAB,1HQ,Passengers,0
2,TEB,FRA,0BQ,Passengers,0
2,TEB,GVA,FP,Passengers,0
2,TEB,GYE,27Q,Passengers,0
2,TEB,LED,24Q,Passengers,0
2,TEB,LTN,27Q,Passengers,0
2,TEB,YUL,15Q,Passengers,0
2,TEB,YYR,IFQ,Passengers,0
2,TEB,YYZ,VJT,Passengers,0
2,ASE,YLW,27Q,Passengers,0
2,SJC,GVA,17Q,Passengers,0
2,TEB,YUL,04Q,Passengers,0
2,TEB,BMA,15Q,Passengers,0
2,ATL,TLC,27Q,Passengers,0
2,TEB,SIR,15Q,Passengers,0
2,TEB,BGI,27Q,Passengers,0
2,BFI,CIA,VJT,Passengers,0
2,LAS,FRA,VJT,Passengers,0
2,SJU,LRM,04Q,Passengers,0
2,BUR,YVR,0WQ,Passengers,0
2,SJU,ANU,2LQ,Passengers,0
2,CLT,LBG,12Q,Passengers,0
2,LAX,NGO,VJT,Passengers,0
2,ZZZ,SAQ,2LQ,Passengers,0
2,TEB,MAD,GEQ,Passengers,0
2,TEB,YHM,04Q,Passengers,0
2,CMH,ARN,2UQ,Passengers,0
2,DAL,BHX,VJT,Passengers,0
2,DAL,VRN,VJT,Passengers,0
2,DEN,VRN,VJT,Passengers,0
2,PWM,MAD,GEQ,Passengers,0
2,PVD,YUL,04Q,Passengers,0
2,DTT,ARN,2UQ,Passengers,0
2,PSP,YYJ,14Q,Passengers,0
2,PSM,FRA,0CQ,Passengers,0
2,DTW,MAD,GEQ,Passengers,0
2,PPG,APW,2OQ,Passengers,1
2,EGE,ZRH,VJT,Passengers,0
2,EWR,NCE,VJT,Passengers,0
2,TUS,SJO,27Q,Passengers,0
2,PDK,MAD,GEQ,Passengers,0
2,PDK,LBG,12Q,Passengers,0
2,PBI,LHR,VJT,Passengers,0
2,EWR,SXF,27Q,Passengers,0
2,FLL,MAN,VJT,Passengers,0
2,OPF,FAB,VJT,Passengers,0
2,OPF,FAB,15Q,Passengers,0
2,FLL,SAQ,2LQ,Passengers,0
2,MRY,GVA,17Q,Passengers,0
2,MIA,STN,VJT,Passengers,0
2,APC,YVR,14Q,Passengers,0
2,ANC,TSA,VJT,Passengers,0
2,HPN,FAB,VJT,Passengers,0
2,IAD,ZRH,CAZ,Passengers,0
2,LGA,SJD,27Q,Passengers,0
2,LAX,YYJ,14Q,Passengers,0
1,JFK,LHR,BA,Passengers,87133
1,JFK,LHR,VS,Passengers,61962
1,JFK,CDG,AF,Passengers,61178
1,LGA,YYZ,AC,Passengers,60792
1,SFO,TPE,BR,Passengers,57801
1,MIA,LHR,BA,Passengers,56095
1,JFK,STI,B6,Passengers,55885
1,SFO,HKG,CX,Passengers,55012
1,JFK,DXB,EK,Passengers,54746
1,LAX,TPE,BR,Passengers,54741
1,FLL,YUL,RV,Passengers,54217
1,LAX,ICN,OZ,Passengers,54103
1,LAX,HKG,CX,Passengers,52285
1,DFW,CUN,AA,Passengers,51561
1,JFK,SDQ,B6,Passengers,51402
1,DFW,LHR,AA,Passengers,49292
1,ATL,CUN,DL,Passengers,49223
1,MIA,PTY,CM,Passengers,48212
1,GUM,NRT,UA,Passengers,46674
1,LAX,PEK,CA,Passengers,46434
1,MIA,CUN,AA,Passengers,45570
1,LAX,ICN,KE,Passengers,45301
1,JFK,HKG,CX,Passengers,45191
1,LAX,LHR,BA,Passengers,45053
1,LAX,YYZ,AC,Passengers,43925
1,LAX,MEX,AM,Passengers,42424
1,MIA,HAV,AA,Passengers,42310
1,MIA,BOG,AV,Passengers,42134
1,JFK,ICN,KE,Passengers,42050
1,EWR,LHR,UA,Passengers,42022
1,MIA,GRU,JJ,Passengers,41789
1,FLL,YYZ,RV,Passengers,41383
1,ATL,YYZ,DL,Passengers,41283
1,LAX,MNL,PR,Passengers,40737
1,HNL,NRT,JL,Passengers,40108
1,MCO,PTY,CM,Passengers,39171
1,LAX,YVR,AC,Passengers,38978
1,IAH,MEX,UA,Passengers,38783
1,LAX,GDL,Y4,Passengers,38436
1,JFK,LGW,DI,Passengers,38326
1,MIA,SDQ,AA,Passengers,38278
1,LAX,HKG,HX,Passengers,37528
1,BOS,LHR,BA,Passengers,37169
1,MIA,EZE,AA,Passengers,36559
1,IAH,CUN,UA,Passengers,36479
1,LAX,CAN,CZ,Passengers,36361
1,DFW,MEX,AA,Passengers,35768
1,JFK,MEX,AM,Passengers,35477
1,JFK,LHR,AA,Passengers,35164
1,LAX,CDG,AF,Passengers,34926
1,JFK,PVG,MU,Passengers,34798
1,LAX,AKL,NZ,Passengers,34790
1,SFO,YYZ,AC,Passengers,34759
1,DTW,AMS,DL,Passengers,34716
1,JFK,ISL,TK,Passengers,34518
1,MCO,YYZ,RV,Passengers,34494
1,ATL,MEX,DL,Passengers,33992
1,EWR,TLV,UA,Passengers,33884
1,LAX,PVG,MU,Passengers,33715
1,ATL,CDG,AF,Passengers,33550
1,JFK,BOG,AV,Passengers,33531
1,JFK,SVO,SU,Passengers,33512
1,ATL,MBJ,DL,Passengers,33474
1,ATL,AMS,DL,Passengers,33276
1,MIA,GRU,AA,Passengers,33179
1,LAX,SYD,QF,Passengers,32703
1,IAH,SJO,UA,Passengers,31652
1,JFK,PEK,CA,Passengers,31241
1,GUM,ICN,LJ,Passengers,30923
1,ATL,NAS,DL,Passengers,30886
1,GUM,ICN,KE,Passengers,30639
1,JFK,MAD,IB,Passengers,30549
1,JFK,DOH,QR,Passengers,30334
1,ATL,PUJ,DL,Passengers,30284
1,MIA,SCL,LA,Passengers,30161
1,SFO,LHR,BA,Passengers,30097
1,MIA,GIG,AA,Passengers,30092
1,JFK,TLV,LY,Passengers,30035
1,LAX,PTY,CM,Passengers,29590
1,JFK,SDQ,DL,Passengers,29388
1,JFK,PTY,CM,Passengers,29192
1,MIA,YYZ,RV,Passengers,29094
1,ORD,CUN,UA,Passengers,29056
1,SFO,ICN,KE,Passengers,29009
1,LAX,MEL,QF,Passengers,28724
1,MSP,CUN,DL,Passengers,28612
1,LGA,YYZ,WS,Passengers,28508
1,ATL,CDG,DL,Passengers,28282
1,JFK,STI,DL,Passengers,28060
1,LAS,YYZ,RV,Passengers,28004
1,JFK,AMS,KL,Passengers,27731
1,ATL,AMS,KL,Passengers,27626
1,DFW,SJD,AA,Passengers,27579
1,MIA,ZRH,LX,Passengers,27367
1,JFK,FCO,AZ,Passengers,27307
1,IAH,SAL,UA,Passengers,27272
1,DFW,NRT,AA,Passengers,27207
1,SFO,DXB,EK,Passengers,27083
1,JFK,DUB,EI,Passengers,27041
1,MIA,SJO,AA,Passengers,27038
1,SFO,MNL,PR,Passengers,26994
1,JFK,MEX,4O,Passengers,26923
1,MIA,PAP,AA,Passengers,26772
1,MIA,PUJ,AA,Passengers,26729
1,EWR,YTZ,PD,Passengers,26574
1,MIA,EZE,AR,Passengers,26567
1,LAX,FRA,LH,Passengers,26491
1,MSP,AMS,DL,Passengers,26149
1,SFO,SIN,UA,Passengers,25749
1,JFK,FRA,LH,Passengers,25716
1,CLT,CUN,AA,Passengers,25632
1,IAD,SAL,TA,Passengers,25629
1,MIA,LIM,LP,Passengers,25619
1,JFK,CAN,CZ,Passengers,25461
1,ATL,SJO,DL,Passengers,25351
1,LAX,DXB,EK,Passengers,25296
1,ORD,LHR,AA,Passengers,25195
1,CLT,MBJ,AA,Passengers,25098
1,MIA,MGA,AA,Passengers,25088
1,MIA,CDG,AF,Passengers,25066
1,MIA,MEX,AA,Passengers,25057
1,SFO,FRA,UA,Passengers,24901
1,MIA,KIN,AA,Passengers,24759
1,ORD,YYZ,AC,Passengers,24702
1,SFO,PVG,UA,Passengers,24599
1,CLT,NAS,AA,Passengers,24578
1,IAH,PTY,UA,Passengers,24453
1,EWR,CUN,UA,Passengers,24445
1,MCO,GRU,JJ,Passengers,24245
1,JFK,AUH,EY,Passengers,24227
1,FLL,SJO,NK,Passengers,24189
1,HNL,HND,HA,Passengers,24128
1,IAD,LHR,BA,Passengers,23853
1,HOU,MEX,WN,Passengers,23712
1,MIA,MUC,LH,Passengers,23620
1,ATL,LHR,DL,Passengers,23562
1,MIA,MAD,IB,Passengers,23560
1,IAD,FRA,UA,Passengers,23491
1,MIA,MBJ,AA,Passengers,23414
1,LAX,YVR,WS,Passengers,23381
1,IAH,GUA,UA,Passengers,23364
1,ORD,FRA,UA,Passengers,23338
1,FLL,HAV,WN,Passengers,23162
1,SFO,LHR,UA,Passengers,23055
1,ORD,LHR,BA,Passengers,22961
1,IAD,LHR,UA,Passengers,22889
1,DFW,SYD,QF,Passengers,22885
1,MCO,LGW,VS,Passengers,22878
1,PHX,YYC,WS,Passengers,22809
1,ORD,YYZ,UA,Passengers,22792
1,LGA,YUL,KV,Passengers,22777
1,MIA,GUA,AA,Passengers,22725
1,LAX,LHR,AA,Passengers,22624
1,MCO,YYZ,WS,Passengers,22602
1,DFW,PVR,AA,Passengers,22474
1,LAX,LHR,VS,Passengers,22423
1,MIA,POS,AA,Passengers,22154
1,FLL,VCP,AD,Passengers,21988
1,JFK,KIN,B6,Passengers,22023
1,MIA,SCL,AA,Passengers,21990
1,MIA,AUA,AA,Passengers,21844
1,EWR,YYZ,KV,Passengers,21676
1,SFO,MUC,LH,Passengers,21656
1,IAD,DXB,EK,Passengers,21629
1,LAS,YYC,WS,Passengers,21609
1,RSW,YYZ,RV,Passengers,21567
1,MIA,LHR,VS,Passengers,21438
1,SFO,YVR,UA,Passengers,21395
1,MCO,VCP,AD,Passengers,21347
1,PSP,YYC,WS,Passengers,21300
1,MIA,BOG,AA,Passengers,21289
1,EWR,PUJ,UA,Passengers,21259
1,EWR,SJO,UA,Passengers,21251
1,ORD,LHR,UA,Passengers,21183
1,EWR,AUA,UA,Passengers,21120
1,MIA,NAS,YX,Passengers,21042
1,IAH,MTY,YV,Passengers,20993
1,FLL,YYZ,WS,Passengers,20711
1,ATL,ICN,KE,Passengers,20671
1,MIA,BGI,AA,Passengers,20606
1,HNL,KIX,JL,Passengers,20557
1,MIA,GCM,AA,Passengers,20554
1,LAX,TPE,CI,Passengers,20489
1,SEA,DXB,EK,Passengers,20461
1,GUM,NRT,JL,Passengers,20409
1,MIA,LIM,AA,Passengers,20385
1,SJU,SDQ,B6,Passengers,20372
1,JFK,MXP,EK,Passengers,20367
1,MIA,YYZ,AA,Passengers,20337
1,SEA,TPE,BR,Passengers,20260
1,JFK,CUN,DL,Passengers,20231
1,IAH,LHR,UA,Passengers,20049
1,SFO,TPE,CI,Passengers,20047
1,PHL,LHR,AA,Passengers,20039
1,ATL,GUA,DL,Passengers,19970
1,PHX,SJD,AA,Passengers,19956
1,MIA,GRU,O6,Passengers,19936
1,CLT,LHR,AA,Passengers,19913
1,SFO,LHR,VS,Passengers,19904
1,DTW,CUN,DL,Passengers,19889
1,ORD,CUN,AA,Passengers,19837
1,SFO,PEK,CA,Passengers,19827
1,LAX,SAL,LR,Passengers,19757
1,JFK,AMS,DL,Passengers,19745
1,HNL,ICN,KE,Passengers,19610
1,HNL,YVR,WS,Passengers,19597
1,SFO,TPE,UA,Passengers,19557
1,TPA,YYZ,RV,Passengers,19499
1,BOS,DUB,EI,Passengers,19431
1,IAD,PTY,CM,Passengers,19377
1,JFK,ZRH,LX,Passengers,19343
1,MIA,MEX,AM,Passengers,19325
1,ORD,ISL,TK,Passengers,19272
1,SFO,HKG,UA,Passengers,19212
1,ORD,DUB,EI,Passengers,19193
1,EWR,MEX,UA,Passengers,19157
1,LAX,BNE,QF,Passengers,19076
1,EWR,BOM,UA,Passengers,19057
1,ORD,DEL,AI,Passengers,19044
1,JFK,DEL,AI,Passengers,19043
1,JFK,TPE,BR,Passengers,19030
1,DEN,CUN,UA,Passengers,19024
1,JFK,CDG,DY,Passengers,18982
1,DFW,DXB,EK,Passengers,18975
1,BOS,DXB,EK,Passengers,18887
1,IAH,TPE,BR,Passengers,18839
1,CLT,PUJ,AA,Passengers,18774
1,LAX,SYD,VA,Passengers,18744
1,JFK,LHR,DL,Passengers,18734
1,SFO,ISL,TK,Passengers,18730
1,ORD,DXB,EK,Passengers,18729
1,ATL,DOH,QR,Passengers,18691
1,SFO,PTY,CM,Passengers,18670
1,MIA,GYE,AA,Passengers,18665
1,HNL,YVR,AC,Passengers,18583
1,JFK,GRU,JJ,Passengers,18554
1,OGG,YVR,WS,Passengers,18551
1,EWR,BOM,AI,Passengers,18550
1,FLL,NAS,B6,Passengers,18495
1,SEA,YVR,CP,Passengers,18492
1,LAX,ISL,TK,Passengers,18438
1,IAH,LIR,UA,Passengers,18392
1,DEN,FRA,LH,Passengers,18374
1,SFO,AKL,UA,Passengers,18337
1,IAH,FRA,LH,Passengers,18262
1,JFK,AUA,B6,Passengers,18257
1,EWR,DXB,EK,Passengers,18223
1,BOS,AUA,B6,Passengers,18204
1,SFO,MEX,AM,Passengers,18131
1,ORD,DOH,QR,Passengers,18094
1,EWR,SDQ,UA,Passengers,18059
1,JFK,PUJ,DL,Passengers,18011
1,MCO,MAN,VS,Passengers,17992
1,LAS,LHR,BA,Passengers,17940
1,BOS,DOH,QR,Passengers,17914
1,JFK,CUN,AA,Passengers,17854
1,LAX,LGW,DI,Passengers,17804
1,SFO,ICN,OZ,Passengers,17775
1,MCO,FRA,LH,Passengers,17754
1,ORD,AUH,EY,Passengers,17736
1,JFK,CAI,MS,Passengers,17675
1,IAH,BZE,UA,Passengers,17640
1,MIA,CCS,AA,Passengers,17556
1,SFO,NRT,UA,Passengers,17538
1,ATL,LIR,DL,Passengers,17485
1,DFW,DOH,QR,Passengers,17460
1,SFO,PEK,UA,Passengers,17450
1,MIA,UIO,AA,Passengers,17445
1,HNL,KIX,D7,Passengers,17376
1,LAX,LHR,NZ,Passengers,17373
1,LAX,AMS,KL,Passengers,17357
1,EWR,FRA,LH,Passengers,17337
1,JFK,PAP,B6,Passengers,17307
1,JFK,ICN,OZ,Passengers,17293
1,BWI,MBJ,WN,Passengers,17292
1,SFO,SYD,QF,Passengers,17262
1,ORD,PTY,CM,Passengers,17258
1,PSP,YVR,WS,Passengers,17256
1,FLL,PAP,B6,Passengers,17233
1,ONT,TPE,CI,Passengers,17198
1,LAX,HKG,AA,Passengers,17185
1,ORD,MEX,AM,Passengers,17156
1,LAX,PPT,TN,Passengers,17135
1,MIA,CUR,AA,Passengers,17086
1,DFW,YVR,AA,Passengers,17063
1,SFO,ZRH,LX,Passengers,17050
1,LAX,ZRH,LX,Passengers,17050
1,DTW,PVG,DL,Passengers,17031
1,SFO,PVG,MU,Passengers,17006
1,MIA,PTY,AA,Passengers,16948
1,PHX,YYZ,RV,Passengers,16917
1,SFO,HKG,HX,Passengers,16904
1,ORD,FRA,LH,Passengers,16852
1,DTW,ICN,DL,Passengers,16816
1,JFK,BGI,B6,Passengers,16814
1,IAD,FRA,LH,Passengers,16764
1,SFO,AKL,NZ,Passengers,16744
1,PHX,LHR,BA,Passengers,16670
1,DFW,HKG,AA,Passengers,16636
1,SFO,SIN,SQ,Passengers,16496
1,FLL,KIN,B6,Passengers,16471
1,JFK,GRU,AA,Passengers,16394
1,FLL,MBJ,WN,Passengers,16378
1,IAD,DOH,QR,Passengers,16369
1,DFW,GRU,AA,Passengers,16358
1,JFK,LIM,LA,Passengers,16339
1,EWR,ATH,EK,Passengers,16323
1,MIA,ISL,TK,Passengers,16319
1,SFO,DEL,AI,Passengers,16290
1,OGG,YVR,AC,Passengers,16281
1,ATL,ICN,DL,Passengers,16216
1,DFW,ICN,AA,Passengers,16154
1,SEA,LHR,BA,Passengers,16131
1,IAH,LHR,BA,Passengers,16098
1,LAX,MEX,4O,Passengers,16073
1,BOS,LGW,DI,Passengers,16050
1,IAH,SJD,UA,Passengers,16033
1,IAH,BOG,UA,Passengers,16004
1,SFO,FRA,LH,Passengers,16003
1,ATL,NRT,DL,Passengers,15906
1,MIA,LHR,AA,Passengers,15896
1,LAS,YYZ,WS,Passengers,15863
1,DFW,SCL,AA,Passengers,15820
1,SFO,AMS,KL,Passengers,15792
1,PHL,CUN,AA,Passengers,15790
1,EWR,LHR,BA,Passengers,15788
1,JFK,TLV,DL,Passengers,15763
1,SFO,YVR,AC,Passengers,15762
1,LAX,HND,AA,Passengers,15696
1,IAH,AKL,NZ,Passengers,15690
1,FLL,LGW,DI,Passengers,15688
1,ATL,GRU,DL,Passengers,15687
1,PHX,PVR,AA,Passengers,15660
1,JFK,FRA,SQ,Passengers,15660
1,JFK,POS,BW,Passengers,15660
1,LAX,BNE,VA,Passengers,15653
1,EWR,HKG,CX,Passengers,15645
1,LAX,SYD,DL,Passengers,15639
1,LAX,CDG,DY,Passengers,15573
1,IAD,ISL,TK,Passengers,15569
1,JFK,GRU,DL,Passengers,15547
1,LAX,GDL,4O,Passengers,15536
1,SFO,CDG,AF,Passengers,15513
1,EWR,NRT,UA,Passengers,15506
1,BWI,CUN,WN,Passengers,15488
1,MCO,SJO,B6,Passengers,15445
1,SFO,MEX,UA,Passengers,15439
1,EWR,GRU,UA,Passengers,15415
1,DTW,PEK,DL,Passengers,15396
1,LAX,HND,DL,Passengers,15353
1,LAX,SYD,AA,Passengers,15252
1,DTW,NRT,DL,Passengers,15224
1,JFK,SCL,LA,Passengers,15179
1,DEN,LHR,BA,Passengers,15174
1,BOS,HKG,CX,Passengers,15153
1,EWR,DEL,UA,Passengers,15131
1,SEA,YVR,QX,Passengers,15110
1,HNL,SYD,HA,Passengers,15106
1,IAD,CDG,AF,Passengers,15086
1,LAX,GDL,AM,Passengers,15082
1,MIA,EZE,4M,Passengers,15036
1,SFO,SAL,TA,Passengers,15024
1,IAH,PVR,UA,Passengers,14927
1,PHL,DOH,QR,Passengers,14852
1,LAX,PVG,DL,Passengers,14852
1,IAD,ICN,KE,Passengers,14851
1,CLT,YYZ,OH,Passengers,14843
1,JFK,PUJ,B6,Passengers,14835
1,MIA,LIS,TP,Passengers,14833
1,LAX,YYC,WS,Passengers,14821
1,HNL,NRT,HA,Passengers,14816
1,IAH,BJX,YV,Passengers,14796
1,ORD,ICN,KE,Passengers,14793
1,LAS,YUL,RV,Passengers,14791
1,DFW,MTY,MQ,Passengers,14772
1,MIA,DOH,QR,Passengers,14747
1,MIA,MDE,AA,Passengers,14744
1,MCO,YUL,RV,Passengers,14699
1,DFW,PVG,AA,Passengers,14661
1,LAX,NAN,FJ,Passengers,14659
1,ATL,PVG,DL,Passengers,14619
1,MIA,MAD,AA,Passengers,14601
1,JFK,SAL,TA,Passengers,14582
1,MCO,LGW,BA,Passengers,14577
1,SEA,AMS,DL,Passengers,14577
1,JFK,MBJ,B6,Passengers,14576
1,SFO,HKG,SQ,Passengers,14549
1,FLL,NAS,WN,Passengers,14527
1,ATL,JNB,DL,Passengers,14506
1,SJU,PTY,CM,Passengers,14504
1,HNL,NRT,UA,Passengers,14479
1,BOS,AMS,DL,Passengers,14479
1,JFK,KWI,KU,Passengers,14471
1,LAX,AKL,AA,Passengers,14431
1,HOU,CUN,WN,Passengers,14407
1,LAX,MEL,UA,Passengers,14378
1,MIA,CDG,AA,Passengers,14370
1,LAS,YVR,RV,Passengers,14352
1,IAH,EZE,UA,Passengers,14332
1,LAS,YVR,WS,Passengers,14306
1,IAH,YYC,UA,Passengers,14288
1,LAX,YUL,AC,Passengers,14279
1,IAD,ADD,ET,Passengers,14276
1,BOS,CDG,AF,Passengers,14268
1,SAN,YVR,QK,Passengers,14265
1,ORD,GRU,UA,Passengers,14231
1,ORD,HKG,CX,Passengers,14180
1,IAD,CUN,UA,Passengers,14174
1,JFK,JNB,SA,Passengers,14132
1,MIA,SAP,AA,Passengers,14124
1,LAX,NRT,SQ,Passengers,14095
1,IAH,GDL,UA,Passengers,14076
1,DTW,CDG,DL,Passengers,14074
1,IAH,DOH,QR,Passengers,14054
1,MIA,BCN,AA,Passengers,14048
1,EWR,PEK,UA,Passengers,13994
1,BOS,SDQ,B6,Passengers,13957
1,LAX,MUC,LH,Passengers,13950
1,IAH,QRO,YV,Passengers,13908
1,HNL,NRT,KE,Passengers,13896
1,DFW,GDL,AA,Passengers,13892
1,EWR,PVG,UA,Passengers,13887
1,IAH,AMS,KL,Passengers,13886
1,PBI,YYZ,AC,Passengers,13866
1,JFK,LIS,TP,Passengers,13852
1,LAX,DOH,QR,Passengers,13840
1,DFW,EZE,AA,Passengers,13783
1,JFK,GIG,AA,Passengers,13768
1,IAH,MEX,4O,Passengers,13671
1,JFK,NAS,DL,Passengers,13663
1,ORD,MEX,UA,Passengers,13626
1,FLL,HAV,B6,Passengers,13612
1,LAX,PEK,AA,Passengers,13604
1,HNL,SYD,QF,Passengers,13566
1,MIA,FRA,LH,Passengers,13564
1,LAX,NRT,UA,Passengers,13515
1,EWR,FCO,DY,Passengers,13514
1,IAH,NRT,UA,Passengers,13488
1,IAH,SYD,UA,Passengers,13475
1,ORD,MEX,4O,Passengers,13472
1,EWR,NAS,UA,Passengers,13447
1,HNL,KIX,HA,Passengers,13444
1,ORD,HKG,UA,Passengers,13411
1,MCO,MEX,B6,Passengers,13401
1,MIA,MEX,4O,Passengers,13393
1,LAX,SVO,SU,Passengers,13384
1,BOS,MUC,LH,Passengers,13368
1,EWR,BRU,UA,Passengers,13347
1,EWR,PTY,UA,Passengers,13332
1,IAH,NRT,NH,Passengers,13328
1,EWR,HKG,UA,Passengers,13321
1,IAD,BRU,UA,Passengers,13321
1,IAD,AMS,KL,Passengers,13311
1,SEA,YVR,QK,Passengers,13307
1,LAX,NRT,NH,Passengers,13292
1,MIA,FCO,AZ,Passengers,13282
1,IAH,YYZ,UA,Passengers,13282
1,FLL,MEX,B6,Passengers,13275
1,SPN,ICN,OZ,Passengers,13241
1,MCO,MEX,AM,Passengers,13239
1,SFO,ICN,UA,Passengers,13204
1,SEA,FRA,LH,Passengers,13202
1,LAX,SYD,UA,Passengers,13191
1,ATL,EZE,DL,Passengers,13186
1,MIA,LIM,TQQ,Passengers,13179
1,LAX,BOG,AV,Passengers,13175
1,SFO,SYD,UA,Passengers,13151
1,IAH,DXB,EK,Passengers,13135
1,ORD,PEK,UA,Passengers,13092
1,HNL,HND,NH,Passengers,13068
1,SFO,NRT,NH,Passengers,13055
1,CLT,GCM,AA,Passengers,13048
1,LAS,ICN,KE,Passengers,13035
1,IAH,FRA,UA,Passengers,13028
1,DTW,LHR,DL,Passengers,13010
1,LAX,NRT,JL,Passengers,13006
1,LAX,MEL,VA,Passengers,12986
1,SFO,TLV,UA,Passengers,12974
1,HNL,SYD,JQ,Passengers,12952
1,JFK,KBP,PS,Passengers,12952
1,MIA,MAD,UX,Passengers,12952
1,BOS,YUL,QK,Passengers,12924
1,LAX,SJD,DL,Passengers,12924
1,EWR,TLV,LY,Passengers,12903
1,JFK,EZE,AA,Passengers,12901
1,ATL,YYZ,KV,Passengers,12872
1,JFK,AMS,DY,Passengers,12853
1,LAX,GUA,DL,Passengers,12848
1,LAX,PVG,UA,Passengers,12825
1,PDX,YVR,QK,Passengers,12816
1,PHL,MBJ,AA,Passengers,12811
1,DFW,MEX,4O,Passengers,12794
1,MSP,HND,DL,Passengers,12779
1,BOS,YYZ,KV,Passengers,12772
1,EWR,MUC,LH,Passengers,12748
1,LAX,HND,NH,Passengers,12739
1,ORD,PVG,UA,Passengers,12737
1,IAH,ISL,TK,Passengers,12696
1,JFK,MXP,DL,Passengers,12687
1,SAN,LHR,BA,Passengers,12676
1,SAT,MEX,4O,Passengers,12635
1,MIA,ANU,AA,Passengers,12615
1,EWR,CDG,UA,Passengers,12595
1,AUS,LHR,BA,Passengers,12586
1,IAD,NRT,UA,Passengers,12572
1,DFW,MAD,AA,Passengers,12569
1,RSW,YYZ,WS,Passengers,12549
1,MIA,POP,AA,Passengers,12548
1,JFK,CMN,AT,Passengers,12542
1,HNL,NRT,NQ,Passengers,12536
1,MCO,GRU,DL,Passengers,12530
1,HNL,NRT,DL,Passengers,12518
1,LAX,PVG,AA,Passengers,12454
1,FLL,NAS,UP,Passengers,12426
1,DEN,YYZ,UA,Passengers,12409
1,MIA,UVF,AA,Passengers,12407
1,JFK,HEL,AY,Passengers,12395
1,CLT,PLS,AA,Passengers,12391
1,MSP,CDG,DL,Passengers,12378
1,IAD,AUH,EY,Passengers,12318
1,SWF,DUB,D8,Passengers,12305
1,DEN,NRT,UA,Passengers,12295
1,ORD,TPE,BR,Passengers,12285
1,ORD,MUC,LH,Passengers,12270
1,ATL,LIM,DL,Passengers,12235
1,MIA,HAV,DL,Passengers,12217
1,LAX,LIM,LP,Passengers,12201
1,IAH,GRU,UA,Passengers,12193
1,EWR,EZE,UA,Passengers,12150
1,HNL,ICN,HA,Passengers,12121
1,PHX,YEG,WS,Passengers,12118
1,ATL,GCM,DL,Passengers,12108
1,PHL,LHR,BA,Passengers,12086
1,JFK,UIO,EQ,Passengers,12084
1,MIA,BZE,AA,Passengers,12077
1,ORD,GDL,AM,Passengers,12060
1,LAX,CUN,UA,Passengers,12012
1,SFO,CUN,UA,Passengers,12008
1,SEA,ICN,KE,Passengers,11997
1,JFK,GRU,O6,Passengers,11977
1,ATL,GIG,DL,Passengers,11965
1,HNL,NRT,NH,Passengers,11949
1,FLL,SAP,NK,Passengers,11935
1,SFO,HND,UA,Passengers,11929
1,JFK,EZE,AR,Passengers,11900
1,FLL,SDQ,B6,Passengers,11884
1,SFO,DUB,EI,Passengers,11853
1,ATL,AUA,DL,Passengers,11851
1,DFW,YYZ,AA,Passengers,11796
1,EWR,BCN,DY,Passengers,11768
1,DFW,FRA,LH,Passengers,11739
1,JFK,MNL,PR,Passengers,11726
1,IAD,GRU,UA,Passengers,11697
1,JFK,GYE,XL,Passengers,11689
1,JFK,CUN,B6,Passengers,11688
1,IAD,MUC,UA,Passengers,11681
1,SEA,ICN,DL,Passengers,11666
1,SEA,ICN,OZ,Passengers,11665
1,LAS,MEX,AM,Passengers,11662
1,JFK,NRT,JL,Passengers,11650
1,DCA,YYZ,KV,Passengers,11638
1,JFK,BCN,AA,Passengers,11636
1,EWR,FRA,UA,Passengers,11635
1,MSP,YVR,DL,Passengers,11632
1,IAD,NRT,NH,Passengers,11625
1,LAX,NRT,AA,Passengers,11625
1,EWR,YVR,AC,Passengers,11619
1,ORD,NRT,UA,Passengers,11602
1,SEA,NRT,DL,Passengers,11588
